st_gene_id	gene_id	gene_symbol	fpkm_A11A	fpkm_A12A	fpkm_A13A	fpkm_A15A	fpkm_A16A	fpkm_A17A	fpkm_A18A	fpkm_A19A	fpkm_A1A	fpkm_A20A	fpkm_A2A	fpkm_A3A	fpkm_A4A	fpkm_A5A	fpkm_A6A	fpkm_A7A	fpkm_A9A	fpkm_B10A	fpkm_B12A	fpkm_B13A	fpkm_B14A	fpkm_B15A	fpkm_B16A	fpkm_B18A	fpkm_B19A	fpkm_B1A	fpkm_B20A	fpkm_B3A	fpkm_B4A	fpkm_B5A	fpkm_B6A	fpkm_B7A
10566	10566	AKAP3	0.66	0.41	0.34	0.1	0.82	0.15	0.41	0.99	0.6	0.94	0.69	0.18	0.26	0.23	0.16	0.36	0.68	0.83	0.65	0.51	0.57	0.49	0.26	1.02	0.1	1.26	0.63	1.08	0.88	0.87	0.27	0.37
246330	246330	PELI3	15.44	10	11.4	8.19	13.32	13.25	13.23	10.45	12.06	14.37	13.92	10.97	13.22	10.9	11.29	14.86	12.8	4.19	11.51	9.62	2.42	10.81	9.62	9.12	8.01	7.15	7.46	7.25	7.89	7.3	7.22	3.83
10622	10622	POLR3G	1.46	1.81	1.83	1.81	1.5	1.83	1.78	2.36	1	2.14	1.17	2.29	1.48	1.26	1.57	2.19	2.57	1.71	3.02	2.43	1.16	1.53	1.77	3.63	2.23	1.34	2.55	2.8	1.54	2.12	3.14	2.16
54557	54557	SGTB	5.66	6.16	8.23	5.36	7.47	5.6	4.85	8.38	6.39	6.4	5.92	4.79	6.87	4.4	5.98	4.96	6.24	4.18	2.46	4.04	2.98	3.89	4.53	5.45	4.17	4.2	4.63	4.82	4.24	5.64	2.85	4.11
116068	116068	LYSMD3	5.3	6.17	5.63	4.91	7.71	5.59	4.57	6.78	6.68	5.67	5.35	5	5.55	5.11	4.01	4.29	6.34	4.75	4.16	5.85	7.47	4.79	4.8	6.74	5.56	4.61	6.76	6	5.65	6.91	6.39	4.84
7165	7165	TPD52L2	40.31	54.74	39.58	65.76	32.39	57.01	52.72	45.18	40.86	52.92	56.55	54.27	54.22	61.33	30.98	50.9	69.76	52.09	77.74	59.2	59.98	51.59	61.39	73.88	66.92	54.3	72.34	54.29	50.6	61.33	34.82	38.43
51125	51125	GOLGA7	21.63	28.71	36.91	23.43	21.05	22.57	19.83	21.24	37.84	19.75	27.93	22.14	28.09	32.67	44.52	24.24	23.29	32.83	20.6	21.1	18.99	31.25	20.54	26.45	23.03	19.34	20.32	35.58	20.48	19.13	44.39	33.67
4225	4225	MEP1B	0.03	0.17	0.05	0.07	0.07	0.17	0.18	0.26	0.11	0.12	0.04	0.25	0.11	0.09	0.04	0.19	0.1	0.06	0.12	0.15	0.21	0.11	0.08	0.15	0.18	0.21	0.13	0.07	0.29	0.26	0.06	0.03
10857	10857	PGRMC1	76.03	61.08	139.23	100.26	193.66	86.09	75.1	92.83	102.8	81.02	66.16	51.97	66.45	51.68	95.19	67.75	55.88	54.74	57.16	50.1	34.53	74.45	49.63	68.83	47.37	43.31	52.15	57.07	50.44	43.66	65.33	63.61
2734	2734	GLG1	32.1	38.28	26.62	48.3	27.82	27.79	42.62	40.9	31.52	35.86	29.92	40.76	32.51	33.06	15.64	33.69	33.81	22.05	28.87	33.25	29.22	17.35	34.03	21.23	27.39	37.95	31.24	16.22	24.15	34.38	7.76	13.16
3240	3240	HP	0.31	7.1	0.05	0.51	0.04	28.22	1.19	0	23.66	2.2	0.45	0.22	0.39	9.72	0	0.23	6.26	0	0.53	0.08	0.25	2.76	0	0.33	0.24	0.2	5.31	0.29	0.12	0.25	0	0.12
26750	26750	RPS6KC1	8.49	8.41	8.64	8.26	9.11	6.67	9.4	8.23	6.79	8.39	8.15	8.64	8.1	7.19	6.29	8.21	7.58	8.72	7.74	12.87	9.15	9.4	9.61	9.13	9.45	12.48	12.35	8.15	9.58	12.01	11.16	8.47
23355	23355	VPS8	21.63	19.57	12.85	20.8	20.9	22.77	20.27	23.36	12	21.73	21.58	19.29	17.82	17.16	11.17	20.91	19.27	19.99	13.57	18.91	19.06	15.35	17.23	21.67	17.01	19.73	23.29	18.23	17.45	22.5	9.55	13.43
107987285	107987285	LOC107987285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0
9588	9588	PRDX6	77.19	52.06	118.68	69.38	89.04	83.2	75.7	66.7	131.99	84.68	69.78	72.79	117.74	70.37	155.02	80.76	86.16	67.95	82.03	68.59	52.05	83.81	52.01	68.76	64.45	52.98	48.49	87.63	100.62	47	176.45	102.44
1850	1850	DUSP8	29.51	23.25	6.72	40.08	26.97	27.04	49.73	35.62	9.05	36.84	27.53	35.91	20.77	24.25	4.37	31.59	37.42	9.33	40.71	18.52	7.46	6.64	15.02	17.24	11.94	26.73	22.3	7.97	35.4	22.73	4.31	4.07
10396	10396	ATP8A1	24.13	16.58	17.3	14.72	13.36	18.64	21.41	11.46	19.04	20.29	28.23	29.29	19.1	12.4	11.04	17.67	20.13	47	27.83	46.01	38.06	50.61	36.01	47.4	51.43	43.25	49.74	40.66	28.72	49.15	23.81	26.68
1964	1964	EIF1AX	28.61	32.1	26.13	25.65	35.81	21.32	21.46	24.2	27.92	22.25	25.28	19.47	20.29	23.84	20.34	22.12	21.03	39.18	33.14	35.77	33.96	36.16	33.97	30.17	38.03	31.46	34.34	42.47	33.69	37.77	32.79	28.58
100287171	100287171	WASHC1	75.39	122.63	70.94	101.3	81.96	123.08	111.91	109.17	87.73	114.54	121.95	123.85	111.39	139.61	64.81	111.55	123.1	103.99	182.67	109.44	106.59	79.9	122.71	119.58	108.13	104.77	129.74	98.97	102.77	123.7	50.36	77.73
3396	3396	MRPL58	13.81	11.7	19.76	16.09	14.05	16.48	12.71	10.23	21.04	11.64	13.74	12.8	17.38	14.59	34.27	13.75	17.41	20.42	22.71	11	8.2	21.09	15.11	16.52	14.28	11.16	12.63	25.39	12.42	13.5	34.74	31.49
284402	284402	SCGB2B2	0.65	0.51	0.52	0.65	0.9	0.61	0.79	0.83	0.66	0.71	0.54	0.8	0.51	0.55	0.2	0.63	0.86	1.1	0.75	1.01	1.34	0.99	1	0.71	0.84	1.06	0.84	0.62	0.89	0.97	0.43	0.55
8898	8898	MTMR2	14.3	12.3	14.69	11.28	13.94	10.75	9.19	11.35	12.76	10.94	12.56	10.14	10.57	12.05	14.64	10.79	10.98	6.74	6.79	9.62	5.73	10.74	10.13	8.79	9.97	10.41	10.36	10.15	10.5	10.45	11.6	5.16
25864	25864	ABHD14A	66.68	69.21	310.49	104.16	75.91	80.83	88.89	78.31	227.04	76.22	93.5	79.83	165.57	128.59	326.02	105.09	100.55	87.9	83.89	39.59	51.21	71.4	46.61	63.7	55.17	42.84	42.91	118.83	53.81	35.79	169.75	159.28
57589	57589	RIC1	3.72	3.48	3.23	4.78	4.58	3.78	3.6	4.15	3.03	3.89	2.97	3.56	4.57	2.77	1.64	3.13	3.88	3.9	1.84	3.46	5.02	2.86	4.15	3.18	3.13	3.85	3.87	2.61	4.47	4.02	1.91	2.42
1013	1013	CDH15	0	0.06	0	0	0.08	0.02	0	0	0.02	0	0.05	0	0.02	0	0	0	0.02	0.06	0	0	0.02	0.04	0.04	0.37	0	0	0	0	0	0	0	0.08
316	316	AOX1	0.07	0.07	0.02	0	0	0.1	0.04	0.02	0.14	0.11	0	0.01	0.01	0	0	0.06	0.02	0.04	0	0	0	0.01	0.31	0	0.01	0.01	0.08	0	0	0	0	0
102724971	102724971	LOC102724971	0.7	0	0	0.08	0.89	0.94	0	0.08	0	0	0	0.16	0	0.1	0	0.79	0.27	0.78	0.08	0	0.26	0.38	0.79	1.7	0	0	0.38	1.34	0.45	0.63	0.16	1.23
93587	93587	TRMT10A	1.57	1.77	1.59	1.98	3.08	2.57	1.51	2.03	1.85	1.82	2.36	1.73	1.56	2.58	0.95	1.36	1.94	2.4	2.22	2.46	2.42	1.85	1.73	2.58	1.94	2.07	2.64	2.25	2.4	2.73	1.9	1.94
105373989	105373989	LOC105373989	0.39	0.24	0.05	0.22	0.14	0.05	0.19	0.38	0.18	0.49	0.1	0.19	0	0	0	0.06	0.23	0	0	0.09	0.7	0.17	0.68	0	0.21	0.28	0.27	0	0.39	0.05	0	0
9392	9392	TGFBRAP1	9.25	9.45	6.99	9.71	6.72	8.42	8.64	9.65	6.77	9.95	6.7	10.39	8.24	7.01	4.49	8.03	9.32	5.9	4.31	6.95	5.79	4.36	6.32	5.09	4.53	6.92	6.12	3.33	5.79	5.8	3.26	4.02
81929	81929	SEH1L	16.72	16.29	10.49	16.02	11.25	16.31	16.53	17.63	12.65	18.52	16.65	16.93	14.45	18.13	11.65	18.74	18.84	6.48	13.7	12.04	7.83	10.84	14.08	10.47	11.45	12.34	11.66	8.69	14.08	12.87	8.12	4.14
55113	55113	XKR8	3.39	6.47	9.26	7.29	5.49	7.68	7.69	6.15	8.42	6.42	5.95	7.78	10.49	7.18	7.3	7.69	8.02	5.42	7.38	7.85	6.41	7.26	5.78	8.08	8.55	4.5	6.44	6.78	6.63	7.02	5.99	5.64
110599583	110599583	EEF1AKMT4-ECE2	0	0	0.63	0	0.17	0.51	0	0.35	3.11	0.67	0	0.59	0.14	0.5	2.26	0.96	0	0.92	0.34	0.12	0.04	0.67	0.29	0.4	0.86	0	1.46	0.48	0.07	0.64	2	0.6
80110	80110	ZNF614	4.74	4.4	3.36	4.19	5.63	3.77	4.01	4.95	3.37	4.24	3.78	5.29	3.08	3.45	1.71	2.7	4.12	4.11	2.16	4.43	5.59	3.42	2.85	4.16	3.31	3.79	4.02	3.14	3.15	4.97	3.13	2.78
400954	400954	EML6	1.45	3.72	2.86	4.62	2.81	1.96	4.82	2.73	1.75	2.16	2.95	5.57	6.1	2.01	2	3.94	3.84	1.14	3.64	5.49	1.93	1.54	4.03	2.59	8.68	2.34	3.73	1.88	1.21	4.56	2.38	1.5
2649	2649	NR6A1	2.22	3.7	0.91	3.48	2.22	2.75	3.64	1.04	1.1	1.99	3.82	5.22	3.03	2.22	0.91	1.85	3.82	3.07	2.41	2.71	2.46	1.65	3.2	2.85	3.34	3.53	3.54	1.4	3.16	3	1.14	1.42
9829	9829	DNAJC6	49.36	47.69	41.84	44.14	59.83	35.21	47.68	44.07	31.49	46.78	44.9	50.46	40.41	44.1	29.7	32.89	44.21	34.41	28.28	45.43	31.89	35.59	33.55	35.8	40.11	46.11	40.23	29.78	30.83	37.75	23.57	31.56
50632	50632	CALY	364.76	85.42	1401	569.35	188.11	449.15	794.66	403.89	1536.7	546.02	542.11	298.86	1030.31	106.12	2203.75	835.18	742.84	133.2	551.73	212.31	115.13	210.91	210.97	388.34	273.88	99.12	285.46	500.08	315.88	160.72	399.04	225.05
51005	51005	AMDHD2	9.34	8.33	3.45	6.73	7.75	10.05	10.1	10.83	3.49	11.27	7.39	8.55	4.99	5.19	5.67	12.26	6.32	7.21	12.04	10.05	12.98	4.96	8.48	6.01	5.96	7.8	12.24	5.28	9.85	8.05	7.42	5.31
3443	3443	IFNA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0.32	0	0	0.11	0.11	0.12	0.22	0.11	0
201305	201305	SPNS3	0	0	0.41	0.04	0.1	0.16	0.21	0.07	0.34	0	0.2	0.14	0.17	0.12	0.37	0.12	0.66	0.26	0.13	0.21	0.53	0.38	0.41	0.73	0.25	0.34	0.17	0.09	0.55	0.13	0.18	1.24
23553	23553	HYAL4	0.2	0.28	0.02	0.16	0.09	0.13	0.24	0.24	0.1	0.19	0.35	0.17	0.09	0.22	0.13	0.2	0.14	0.08	0.06	0.23	0.48	0.06	0.26	0.03	0.17	0.31	0.39	0.17	0.23	0.3	0	0.02
145376	145376	PPP1R36	5.65	1.08	5.12	2.51	6.9	3.21	4.1	7.41	10.89	5.57	6.79	5.02	9.22	2.98	5.13	4.5	8.09	13.24	13.24	9.62	7.95	11.74	8.72	11	10.27	8.18	11.6	16.85	11.11	9.08	36.03	12.83
53632	53632	PRKAG3	0.32	1.7	0.51	2.09	0.93	1.39	1.34	0.76	0.76	1.3	0.97	1.27	1.24	1.01	0.26	1.04	1.29	1.49	0.52	0.67	0.68	0.44	0.68	0.78	0.41	0.74	0.61	0.49	0.72	0.61	0.22	0.5
3131	3131	HLF	43.49	40.29	59.45	29.27	24.11	29.06	22.17	41.51	34.4	43.48	30.27	26.6	50.65	45.54	31.21	49.39	37.77	20.08	15.35	14.92	11.83	16.68	9.4	22.87	12.24	17.38	10.94	10.26	14.19	10.55	5.5	9.82
85437	85437	ZCRB1	58.76	34.49	85.36	39.62	60.91	58.76	41.46	51.48	78.52	52.29	50.62	32.48	59.38	51.62	131.96	50.46	43.91	78.43	67.37	49.5	42.09	90.99	43.35	63.11	57.27	48.57	50.18	121.72	45.85	40.08	160.27	103.33
6899	6899	TBX1	0.1	2.18	0.73	0.12	0.15	0.23	0.49	0.14	2.43	0.44	2.14	0.05	0.18	1.22	0.15	0.93	0.13	0.51	0.25	0.83	0.32	0.24	0.79	0.35	0.21	0.27	0.03	0	1.18	0.23	0.12	0.78
6263	6263	RYR3	0.02	0.04	0.04	0.06	0.09	0.12	0.05	0.1	0.03	0.05	0.02	0.03	0.03	0.02	0.03	0.01	0.04	0.04	0.04	0.05	0.02	0.11	0.06	0.26	0.25	0.04	0.07	0.02	0.03	0.04	0.02	0.03
5437	5437	POLR2H	20.37	30.29	28.88	26.85	17.67	36.36	26.34	26.26	33.7	24.03	27.97	21.68	34.46	35.78	53.28	30.69	29.03	23.17	35.01	13.55	12.42	22.34	17.4	22.29	16.32	15.57	18.72	29.26	21.16	21.04	38.46	41.39
26115	26115	TANC2	6.06	7.36	6.24	7.35	9.98	5.4	5.92	7.59	5.51	6.42	4.41	6.34	5.37	5.75	3.47	6.2	5.07	11.31	8.47	10.31	11.71	10.71	10.77	9.81	11.67	11.4	11.06	6.53	6.68	11.25	4.98	10.46
64901	64901	RANBP17	0.15	0.36	0.1	0.63	0.26	0.79	0.64	0.12	1.02	0.54	0.15	0.07	0.73	0.14	0.06	0.44	1.42	2.16	1.62	3.31	1.43	3.72	3.96	4.62	3.32	3.28	3.45	2.19	1.3	4.03	1.21	2.02
7188	7188	TRAF5	5.23	12.13	8.85	27.03	31.44	9.33	10.74	14.77	9.35	15.83	8.72	9.12	18.78	13.56	7.88	8.39	9.94	2.37	0.38	2.74	8.02	1.04	5.45	1.79	0.87	1.36	2.04	0.57	3.43	1.16	0.46	0.9
63920	63920	ZBED8	9.36	10.54	10.57	7.9	7.76	9.46	7.58	7.37	10.73	8.63	9.95	8.53	10.82	9.34	7.31	8.17	8.71	12.27	11.92	11.63	11.23	10.69	7.85	11.54	10.84	9.35	11.21	11.7	9.9	8.62	11.24	14.66
284355	284355	TPRX1	0	0	0	0.03	0	0	0	0.03	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54923	54923	LIME1	5	16.43	5.5	12.45	8.26	10.69	12.14	8.24	5.99	8.74	10.78	12.9	12.46	19.52	5.93	14.47	12.95	6.22	21.04	8.82	9.52	5.22	14.46	13.4	10.85	6.61	9.54	4.83	10.98	7.54	4.45	5.09
65080	65080	MRPL44	16.04	13.12	14.17	18.59	21.02	18.8	14.54	17.76	15.1	19.18	14.94	15.54	16.83	12.82	15.44	13.74	15.7	28.7	29.95	25.44	22.74	31.59	22.43	26.77	26.4	28.03	24.73	31.95	21.77	26.91	25.33	33.82
795	795	S100G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0
153643	153643	FAM81B	9.44	0	5.13	0.99	4.26	2.54	3.65	11.12	0.26	9.74	0	0.07	0.11	0.05	1.63	0.31	0.05	0.05	1.13	0	0.11	0.03	0	0.69	0	0	0.05	0.63	0.26	0.55	0.06	0
55022	55022	PID1	10.24	3.07	12.67	10.71	9.47	7.1	8.56	24.54	5.94	11.06	1.96	2.41	7.87	27.13	29.07	5.75	11.75	18.13	0.28	6.88	2.13	1.73	6.87	2.99	8.23	11.62	1.61	11.81	2.65	2.32	0.8	2
79891	79891	ZNF671	11.59	14.86	9.53	15.3	11.21	12.2	13.84	12.45	11.61	14.07	13.15	15.1	13.82	15.38	9.29	12.87	13.65	13.06	14.42	17.87	12.02	16.43	11.87	19.5	12.36	19.52	14.11	14.63	14.78	18.02	10.35	14.53
944	944	TNFSF8	0.39	0.04	0.87	0.04	1	0.31	0.24	0.24	0.27	0.23	0.02	0.24	0.25	0.19	0.24	0.39	0.46	0.05	0.06	0.57	1.82	0.16	1.47	0.48	0.24	0.14	0.47	0.46	0.99	0.27	0.43	0.16
81469	81469	OR2G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0
1113	1113	CHGA	4231.09	822.45	371.23	1438.13	418.68	4834.53	5369.89	5870.76	1208.63	3427.74	6218.55	1321.59	1045.9	1772.85	789.11	1691.18	1092.79	71.78	69.08	91.29	44.38	47.21	57.64	70.19	87.52	42.96	60.34	29.07	90.12	44.87	28.68	34.68
255231	255231	MCOLN2	0.58	0.24	0.31	0.42	13.55	1.1	0.83	0.25	0.74	0.76	0.14	0.18	0.21	0.33	0.17	0.7	0.29	4.3	1.35	1.62	4.27	0.68	1.05	3.85	1.35	0.44	0.35	4.4	1.57	4.69	0.39	3.16
284996	284996	RNF149	18.39	22.16	14.62	23.59	18	20.07	24.89	21.3	21.68	20.85	21.46	22.03	29.34	23.51	11.54	19.61	19.53	17.86	19.63	24.07	40.32	15.93	26.98	24.56	19.54	22.22	24.72	15.07	39.38	20.54	12.71	17.88
26301	26301	GBGT1	1.09	1.97	1.58	1.74	2.37	4.88	2.56	1.68	4.33	3.58	1.77	1.75	2.32	1.79	1.2	3.29	1.14	0.6	0.29	0.93	1.35	1.1	2.34	1.78	0.47	0.49	0.96	0.6	1.71	0.67	0.46	0.86
957	957	ENTPD5	3.05	3.57	4.38	6.48	5.06	3.74	4.97	6.13	4.06	5.47	2.87	5.24	3.31	2.08	1.43	3.62	3.67	7.04	3.46	6.26	4.08	3.82	6.1	5.71	4.23	7.34	7.07	3.84	5.95	8.5	2.63	4.56
389434	389434	IYD	0.04	0.14	0.04	0.09	0.12	0.1	0.15	0.14	0.1	0.17	0.05	0.14	0.08	0.14	0.04	0.15	0.22	0.09	0.14	0.26	0.35	0.09	0.13	0.14	0.14	0.26	0.23	0.07	0.23	0.2	0.03	0.06
164633	164633	CABP7	0.14	0.69	1.13	0.18	0.1	0.18	0.17	0.19	0.19	0.16	0.72	0.12	0.25	1.11	0.07	0.34	0.33	0.13	0.13	0.08	0.14	0.04	0.07	0.09	0.29	0.06	0.13	0.02	0.08	0.17	0.08	0.09
3996	3996	LLGL1	46.9	23.43	12.17	42.38	20.35	40.32	36.65	42.45	18.67	39.71	29.98	37.06	29.24	31.65	10.12	22.25	33.86	24.42	34.41	20.75	20.4	20.33	20.79	29.28	21.56	31.41	20.93	25.15	31.43	39.94	8.47	13.51
129530	129530	LYG1	0.49	2.22	0.39	1.35	0.98	1.5	1.16	1.41	0.79	1.63	1.33	1.43	1.15	1.99	0.36	1.31	1.32	0.31	1.56	0.57	1	0.51	0.76	1.06	0.34	0.73	0.69	0.38	1	0.79	0.13	0.21
10216	10216	PRG4	0.1	0.14	0.07	0.08	0.08	0.12	0.09	0.16	0.04	0.1	0.18	0.1	0.32	0.1	0	0.18	0.17	0.09	0.17	0.05	0.17	0.06	0.15	0.24	0.05	0.04	0.07	0.07	0.2	0.03	0.06	0.06
645864	645864	MAGEB17	0.05	0	0.05	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0
165257	165257	C1QL2	0.48	0.07	0.1	0.48	0.06	0.07	0.66	0.16	0.36	0.46	0.66	0.6	0.15	0.4	0.91	0.28	0.22	0.15	1.77	0.15	0.3	0.29	0.15	0.74	0.06	0.03	0.12	0.12	0.06	0.06	0.06	0.06
314	314	AOC2	0.61	1.01	0.56	0.67	0.23	1.55	1.62	0.9	0.58	0.96	1.19	0.51	0.83	0.65	0.54	1.24	0.74	1.31	1.06	0.99	1.36	0.57	0.54	0.82	0.26	0.3	0.44	0.09	1.06	0.46	0.37	1.76
100506084	100506084	ARL17B	13.3	4.01	6.44	10.68	12	11.64	9.6	12.25	9.21	3.72	8.22	2.04	10.8	10.02	5.33	4.92	11.46	11.5	1.63	11.1	12.47	14.03	19.32	10.27	13.99	7.44	24.58	7.81	8.47	19.41	7.09	10.38
3385	3385	ICAM3	1.32	1.42	1.33	1.27	1.6	2.5	1.82	1.64	1.68	1.54	1.47	1.64	1.4	1.48	1.4	1.66	1.74	1.74	3.26	4.23	16.32	1.95	2.49	8	1.67	2.48	3.5	3.66	20.19	3.25	1.9	1.55
54577	54577	UGT1A7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0
6248	6248	RSC1A1	0	0.07	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0.12	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2998	2998	GYS2	0.03	0.62	0.41	0.17	0.2	0	0.11	0.07	0.02	0.18	0.05	0.09	0.05	0.28	0.08	0.14	0.19	0	0	0	0.05	0	0	0	0	0	0.02	0	0.07	0	0	0.03
2058	2058	EPRS1	47.08	50.31	36.71	44.01	49.12	39.62	47.8	44.54	40.3	42.33	46.28	54.59	43.95	37.57	34.5	42.19	45.88	31.2	35.64	42.03	21.86	37.29	38.8	40.05	42.78	38.39	45.07	38.89	30.88	39.24	21.54	41.72
389668	389668	XKR9	0.9	0.81	0.42	1.24	3.22	1.56	0.81	1.73	0.88	2.77	0.62	0.65	0.9	0.93	0.37	0.73	1.1	0.82	1.17	0.75	1.06	0.81	0.82	1.28	0.91	1.11	0.56	0.4	1.32	0.78	0.32	1.19
387082	387082	SUMO4	0.24	0.08	0	0.21	0.14	0.11	0.43	0	0.08	0	0	0.09	0.08	0.22	0.49	0.19	0.21	0.07	0.14	0	0.18	0.32	0.09	0.07	0.31	0.08	0.09	0.07	0.14	0	0.09	0.27
5859	5859	QARS1	43.05	41.32	46.07	61.48	35.12	44.78	55.7	53.35	54.09	43.92	42.28	63.39	51.53	41.93	54.09	43.93	56.91	71.66	72.43	65.71	51.49	64.08	68.69	61.47	60.34	65.33	65.54	88.69	53.88	61.97	64.05	115.32
5534	5534	PPP3R1	19.87	20.21	14.28	16.14	35.62	23.27	18.09	23.14	15.45	19.16	19.67	17.3	15.58	17.95	11.19	17.07	19.78	31.57	41.6	30.68	33.03	31.69	26.07	37.4	33.1	38.98	32.05	30.49	28.96	35.44	18.3	24.39
643680	643680	MS4A4E	14.69	26.04	12.08	21.73	28.1	21.38	24.76	21.55	15.3	21.27	23.59	28.63	23.36	20.12	14.33	26.77	29.04	22.06	40.57	29.16	36.55	16.18	28.66	31.03	22.06	28.6	28.66	12.49	37.42	30.54	7.53	8.01
7372	7372	UMPS	5.26	4.77	4.59	5.53	4.02	5.63	6.49	6.02	5.07	5.41	7.64	5.33	5.76	5.56	4.38	6.2	5.13	4.43	4.83	4.66	2.86	3.97	4.1	4.2	3.83	3.7	3.68	4.42	4.73	4.68	3.59	4.8
5317	5317	PKP1	0	0.01	0.02	0.11	0.01	0.01	0.01	0	0.15	0.02	0.02	0.02	0.01	0.41	0.01	0	0.01	0	0	0	0	0	0.03	0.01	0	0	0.02	0.02	0.01	0	0	0
28992	28992	MACROD1	30.28	16.01	9.58	13.43	5.45	31.04	22.09	13.67	25.44	22.03	28.96	18.29	15.73	12.08	12.17	21.49	18.34	7.79	16.4	8.21	6.71	15.31	12.81	12.39	12.19	7.25	6.19	11.32	7.91	7.39	14.28	8.7
22866	22866	CNKSR2	0.08	1.38	0.15	0.07	0.39	0.4	0.89	0.41	0.11	0.13	0.16	2.49	0.08	0.62	0.05	0.74	0.97	4.08	5.01	8.55	5.7	3.99	3.29	5.74	4.23	4.92	4.86	4.92	3.48	4.49	2.22	3.33
2828	2828	GPR4	2.76	0.77	0.32	0.44	1.48	0.98	0.92	0.62	0.46	0.6	0.82	0.33	0.26	1.35	0.36	1.17	0.43	0.56	0.39	0.63	2.12	0.29	3.96	1.17	0.31	0.49	0.78	0.06	1.77	0.75	0.12	0.33
131076	131076	MIX23	15.22	11.89	10.57	12.65	11.84	15.6	14.38	10.9	14.22	12.3	13.69	11.72	11.92	14.59	17.98	10.63	11.16	9.78	14.42	10.22	8	9.22	8.33	11.63	9.87	9.39	7.92	14.19	7.91	9.59	19.17	13.32
1960	1960	EGR3	0.05	0.16	1.01	0.07	84.09	0.12	2.31	3.04	0.2	0.11	0.92	0.12	0.27	0.35	0.07	0.35	0.39	0.63	0.55	1.05	38.01	0.07	1.89	3.19	0.08	1.93	0.13	0.09	88.2	0.04	1.15	0
28964	28964	GIT1	25.32	21.77	12.6	18.36	18.25	21.52	23.72	22.54	16.66	25.71	21.12	22.55	18.37	20.14	11.63	27.65	19.63	24.44	34.08	19.52	16.09	16.87	26.01	21.15	22.65	23.81	23.45	14.81	19.05	28.3	8.7	15.97
83594	83594	NUDT12	11.38	5.87	6.77	7.16	11.59	8.56	7.84	5.14	8.5	8.17	8.4	6.45	8.59	7.52	7.69	7.62	7.4	8.11	7.21	7.48	6.74	8.95	5.89	8.89	7.45	7.58	9.56	9.8	11.01	9.18	5.64	7.46
163859	163859	SDE2	7.9	12.08	4.93	9.09	9.09	10.23	8.95	11.09	6.3	9.78	10.25	9.34	10.29	11.19	3.7	8.5	10.63	6.08	8.74	8.63	11.71	4.7	8.86	7.71	8.77	9.01	10.03	4.51	8.85	9.48	2.72	3.16
399512	399512	SLC25A35	6.09	8.69	7.97	10.12	13.05	8.14	8.2	9.02	5.68	6.29	5.26	8.25	10.62	11.75	4.97	9.41	9.61	9.72	14.21	13.17	16.07	6.48	18.11	10.95	13.5	15.84	12.75	6.85	13.69	14.98	7.54	7.94
4753	4753	NELL2	10.93	8.18	39.86	48.83	44.58	38.74	39.43	29.34	90.56	45.72	76.7	85.22	51.38	31.75	51.49	28.45	92.54	23.75	9.47	29.67	34.87	25.35	0.95	39.32	26.02	81.18	41.04	80.28	63.68	30.87	18.56	0.33
84909	84909	AOPEP	7.2	6.41	7.69	8.43	11.23	6.43	7.27	9.34	10.48	7.3	6.61	7.22	9.38	9.1	6.63	8.41	8.39	8.62	12	8.65	8.65	10.17	10.05	11.03	10.16	9.24	9.21	8.94	11.27	11.39	18.62	14.43
143503	143503	OR51E1	0.18	0.28	0.22	0.07	0.27	1.08	0.39	0.23	0.13	0.45	0.61	0.1	0	0.89	0.2	0.64	0.08	0.13	0.07	0.34	0.48	0.22	0.8	0.49	0.25	0.08	0.76	0.17	0.68	0.4	0.1	0.2
80007	80007	C10orf88	8.99	8.93	6.52	7.84	8.77	10.4	8.04	8.43	7.21	7.77	9.03	7.83	8.33	7.91	7.99	8.05	7.88	9.16	8.09	8.73	6.64	8.59	8.9	9.48	7.72	8.49	10.54	9.82	8.61	9.96	8.88	8.97
11009	11009	IL24	0	0	0.23	0.07	0.04	0.06	0	0	0	0	0	0	0	0	0	0.17	0	0	0.05	0	0.07	0	0	0.18	0	0	0.13	0.13	0.07	0	0	0
79913	79913	ACTR5	4.72	10.81	7.33	7.27	13.63	7.8	7.59	10.53	6.14	7.96	8	8.09	11.45	13.19	5.84	8.75	10.22	6.16	8.85	7.84	4.67	7.41	8.07	8.52	7.06	7.14	6.34	4.99	7.17	6.83	3.77	5.7
